state,sex,year,name
IL,F,1953.0,Jennifer
IL, F ,1950.0,Patricia
IL,F,1952.0,Alex
IL,F,2021.0,Casey
IL,F,2014.0,Taylor
IL,F,1987.0,Mary
IL,,1969.0,Alex
IL,F,1968.0,Taylor
IL,F,2013.0,Linda
IL,F,2020.0,Taylor
IL, F ,2020.0,Alex
IL,F,1972.0,
IL,F,1977.0,Alex
IL,M,2017.0,Michael
IL,F,1982.0,Patricia
IL,F,1957.0,Alex
IL,M,1982.0,Taylor
IL,F,1958.0,Linda
IL,F,1950.0,
IL,M,1983.0,Casey
IL,M,1975.0,Alex
IL,M,2003.0, Robert 
IL,F,1984.0,
IL,F,2011.0,Mary
IL,F,1971.0,Linda
IL,M,2005.0, Casey 
IL,F,1948.0,Jordan
IL,F,1967.0,Linda
IL,M,1973.0,
IL,F,2008.0,Patricia
IL,M,1975.0,Robert
IL,F,1953.0,Taylor
IL,F,2019.0, Mary 
IL,F,1973.0,Mary
IL,M,1948.0,Jordan
 IL ,F,1991.0,Alex
IL,F,2018.0,Alex
IL,M,2014.0,Casey
IL,M,1963.0,John
IL,F,1975.0,Casey
IL,M,1960.0,James
IL,F,1937.0,Linda
IL,M,1997.0,John
IL,M,2010.0,Taylor
IL,M,2006.0,Robert
IL,F,1923.0,Jennifer
IL,M,1955.0,Taylor
IL,M,1981.0,James
IL,M,1998.0, Robert 
IL,F,1980.0,Mary
IL,M,1962.0,John
IL,F,1970.0,jordan
IL,M,1975.0,John
IL,F,2007.0,Alex
IL,M,1987.0,taylor
IL, M ,2012.0,Alex
IL,M,1995.0,Robert
IL,F,2008.0,Taylor
IL, M ,1946.0,
IL,M,1949.0,James
IL,F,1979.0,
IL,M,1943.0,John
IL,F,1989.0,Jordan
IL,M,1942.0,Michael
IL,M,1922.0,Michael
IL,M,2001.0,Taylor
IL,M,1998.0,Alex
IL,M,1999.0,Alex
IL,M,1984.0,
IL,M,1911.0,
IL,F,1935.0,Jennifer
IL, F ,,Taylor
IL,M,1958.0,Michael
IL, M ,1927.0,Alex
IL,M,1989.0,
IL,M,1963.0,james
IL,M,1927.0,Taylor
IL,M,1935.0,James
IL,M,1976.0,Michael
IL,F,1939.0,Mary
IL,M,1947.0,John
IL,M,1933.0,Alex
IL,M,1969.0,alex
IL,M,1921.0,Michael
IL,M,2015.0,Casey
IL,F,1950.0,Taylor
IL,F,1997.0,Jordan
IL, M ,1971.0,Michael
IL,M,1960.0, Robert 
IL,M,1993.0,Michael
IL,,1993.0,Jordan
IL,M,1968.0,Alex
IL,F,1970.0,Robert
IL, M ,1974.0,Alex
IL,F,1944.0,Jennifer
IL,F,1993.0,casey
IL,M,1989.0,Casey
IL,M,2001.0,
IL,F,1965.0,Linda
,F,1927.0,Jordan
IL, M ,2015.0,James
IL,F,2004.0,
IL,M,1977.0,Michael
 IL ,M,1974.0,Robert
IL, M ,,Alex
IL,M,1992.0,John
IL,M,1969.0, Michael 
IL,F,1923.0,Casey
IL,F,1949.0,Taylor
IL,M,1915.0,Jordan
IL,M,1951.0,Jordan
IL,F,1994.0,Mary
IL,M,1971.0,
IL,F,1966.0,Taylor
IL,M,1982.0,Michael
IL,F,1987.0,Casey
IL,F,1926.0,Alex
IL,,1954.0,Alex
 IL ,M,1971.0,Alex
IL,M,1920.0,John
IL, M ,1983.0,Jordan
IL,M,1929.0,Taylor
IL,M,1994.0,James
IL,F,1989.0,Michael
IL,M,1964.0,Taylor
 IL ,F,1931.0,Taylor
IL,M,2002.0,Michael
IL,F,1963.0,Linda
IL,F,1972.0,Jordan
 IL ,F,1989.0,Taylor
IL,M,1924.0,Alex
IL, F ,1990.0,Jordan
IL,F,1969.0,Linda
IL,M,1944.0,Alex
 IL ,M,1977.0,Robert
IL,M,1947.0,
IL,M,1926.0, Michael 
IL,F,,Patricia
IL,F,1921.0,Alex
IL,M,1940.0, John 
IL,F,1938.0,Casey
IL,F,1965.0,Jennifer
IL,M,1911.0, Taylor 
IL,,1938.0,Alex
IL,M,1997.0,taylor
IL,F,1911.0,Jordan
IL,M,1979.0,Robert
IL,M,1987.0,Casey
IL,M,1941.0,Michael
 IL ,F,1994.0,Alex
IL,M,1975.0,Taylor
IL,M,1952.0,alex
 IL ,F,2017.0,Casey
IL,M,1989.0,Jordan
IL,M,2020.0,John
 IL ,M,1950.0,James
 IL ,F,1979.0,Linda
 IL ,F,1944.0,Taylor
IL,M,1996.0,Jordan
IL,F,1948.0,Patricia
,M,1967.0,James
IL, M ,1931.0, James 
IL,M,2009.0,Alex
IL,M,2006.0,Casey
IL,F,2012.0,Alex
,F,1941.0,Patricia
 IL ,F,1977.0,
IL,M,1948.0,Robert
IL,M,1922.0,Casey
IL,F,1971.0,Taylor
IL,M,1935.0,Alex
IL, F ,1975.0,Taylor
IL,M,1978.0,John
IL,M,1968.0,john
IL,F,1968.0,Patricia
IL,F,,Jennifer
IL,F,1922.0,
IL,M,1913.0,Alex
 IL , M ,1995.0,
IL,F,1918.0,Taylor
IL,M,2016.0,Patricia
IL,M,2014.0,James
IL,M,1954.0, Taylor 
IL,M,1953.0,Casey
IL,F,1949.0,Mary
IL,F,1988.0,Jordan
 IL ,F,1996.0,Jennifer
IL,F,1958.0,Jordan
IL,F,2015.0,Alex
IL,F,1928.0,Jordan
IL,F,1986.0,Robert
IL,M,1958.0,Casey
IL,M,1971.0,Taylor
IL,M,1953.0,Taylor
IL,F,1991.0,Jennifer
IL,,1936.0,Linda
IL,F,1995.0,Patricia
IL, M ,1971.0,Robert
IL,F,1979.0,
IL,,2014.0,Jennifer
IL,M,2011.0,James
IL,M,1944.0, Robert 
IL,F,1947.0,Linda
IL,M,1978.0,Alex
 IL ,F,2009.0,Alex
 IL ,F,1963.0,Casey
IL,F,1940.0,Taylor
IL,M,1958.0,James
IL,F,1981.0,Jennifer
IL,M,1979.0,James
IL,M,1980.0,Alex
IL,M,2000.0,Michael
IL,M,2014.0,Michael
IL,F,1993.0,taylor
IL,F,1998.0,Mary
IL,F,,Alex
IL,F,1950.0,James
IL,,1973.0,
IL, F ,,
IL,M,1946.0,Alex
 IL ,M,1921.0,
IL,F,1994.0,Patricia
IL, F ,1986.0, Patricia 
 IL ,F,1926.0,Patricia
IL,M,1948.0,James
IL,M,2016.0,James
IL, M ,1981.0,Robert
IL,M,2021.0,Robert
IL,F,1959.0,Mary
IL,M,1945.0,Michael
IL,M,2016.0,Michael
 IL ,,1980.0,Robert
IL, M ,1981.0,Alex
IL,F,2017.0,Mary
IL,F,1942.0,Taylor
IL,F,1964.0,Taylor
IL,F,2022.0,Taylor
IL,M,1944.0,Taylor
IL,M,2016.0,Jordan
IL,M,1990.0,James
IL,F,1950.0,James
IL,F,1945.0,Jennifer
IL,F,1976.0,Linda
IL,F,1964.0,Mary
IL,M,1942.0,Jordan
IL,F,1980.0,Jordan
IL,M,1994.0,Michael
IL,F,1966.0,Robert
IL,F,1919.0,Casey
IL,F,2015.0,Taylor
IL, M ,1934.0,Jennifer
IL,M,1943.0,Jordan
 IL ,M,2006.0,Jennifer
IL,F,,Casey
IL,,1992.0,Jennifer
 IL , M ,1984.0,Casey
IL,M,1943.0,Casey
IL,M,1994.0,Alex
IL,M,1926.0,Taylor
IL,F,1979.0,Jennifer
IL,M,1994.0,Jordan
IL,M,1960.0,
IL, M ,2008.0,Jordan
, F ,2007.0,Taylor
IL,F,1948.0,Jennifer
IL, M ,1980.0,Michael
IL,F,1953.0,Linda
IL,F,2015.0,Mary
IL,,1962.0,Jordan
IL, F ,1949.0,Jordan
IL,F,1993.0,Jordan
IL,M,1965.0,Casey
IL,F,1990.0,Mary
IL,M,2004.0,Jordan
IL, M ,1969.0,james
IL, F ,2021.0,Alex
IL, M ,1973.0,Michael
IL,F,2006.0,Casey
 IL ,M,1979.0,Taylor
IL,,1948.0,Linda
IL,F,2011.0,Taylor
IL,F,1938.0,Casey
IL,F,1956.0,Casey
IL,M,2017.0,
IL,M,1976.0,Taylor
IL,M,2020.0,James
IL,F,1924.0,Taylor
IL,M,,Jordan
IL,M,1921.0,Casey
,F,2014.0,Mary
,M,2003.0,Alex
IL,F,1983.0,Alex
IL,M,1982.0,Robert
IL,F,1911.0,Alex
IL,M,1955.0,Robert
IL, M ,1926.0,John
IL,F,1952.0,Taylor
IL,M,1923.0,Alex
IL, M ,1949.0,Michael
IL,F,2013.0,jordan
IL,M,1961.0,Casey
IL,F,2002.0,Taylor
IL,M,1984.0,Michael
IL,M,1919.0,Michael
IL,M,1969.0,Jordan
IL,F,1941.0,Jordan
IL,M,,Robert
IL,F,1963.0,Alex
IL, M ,1954.0,Casey
IL,F,1990.0, Patricia 
IL,F,1991.0,Patricia
IL,F,1981.0,patricia
IL,F,1981.0,Linda
IL,F,1938.0,Taylor
IL,F,1912.0,Jennifer
IL,F,2005.0,Linda
IL,M,1965.0,Alex
IL,M,1978.0, Robert 
IL,F,1992.0,Jordan
IL,F,1964.0,Jordan
IL,M,1939.0,Taylor
IL,M,1982.0,
IL,F,2007.0,Jordan
IL,F,2013.0,Mary
IL,F,1983.0,Patricia
IL,M,1974.0,John
IL,F,1967.0,Casey
,F,2002.0,Casey
IL,M,1927.0,Jordan
IL,F,1967.0,Mary
IL, M ,1970.0,Casey
IL,F,1936.0,Taylor
IL,M,2016.0,casey
IL,F,1983.0,Jordan
IL,F,2002.0,Patricia
IL,M,1989.0,Robert
IL,F,1954.0,
IL,F,, Jennifer 
 IL ,,1951.0,
IL,,2019.0,Michael
IL,F,1953.0,Patricia
IL,,1977.0,Alex
IL,M,2005.0, Alex 
IL,M,1958.0,John
IL,F,1996.0,Linda
IL,F,1935.0,Jordan
IL,M,2013.0,Jordan
IL,F,1951.0,Taylor
IL, M ,1937.0,Robert
 IL , M ,1986.0,Casey
 IL ,M,1968.0,casey
IL,F,2021.0,Jordan
IL,M,1989.0,Michael
IL,M,2021.0,James
IL,F,1993.0,Alex
,M,1967.0,Casey
IL,M,,John
IL,F,,Casey
 IL ,M,2012.0,Jordan
IL,F,1987.0,James
IL,M,1925.0,John
IL,F,1939.0,Jordan
IL, M ,2021.0,
IL, F ,,Alex
IL,M,2007.0, John 
 IL , M ,1974.0,Taylor
IL,M,,James
IL,M,1945.0,Jordan
IL,F,1994.0,Linda
IL,M,1992.0,Alex
IL,F,1991.0,Mary
IL, M ,2015.0,Robert
IL,M,2004.0,
IL,M,1986.0,Robert
IL,M,1942.0,John
IL,F,,Alex
IL,F,1934.0,Jordan
IL, M ,1930.0,Robert
IL,F,1965.0,Patricia
IL,M,2003.0,
IL,M,,Robert
IL,F,2022.0,Patricia
IL,F,1958.0,Jennifer
IL,M,1941.0,Alex
IL,M,1972.0,Robert
IL,M,2002.0,John
IL,M,1999.0,
IL,M,1913.0,Taylor
IL,F,,Casey
IL,F,2010.0,Patricia
 IL ,F,2004.0,Jennifer
IL, M ,2007.0,Alex
,F,2000.0,Patricia
IL,,1935.0,John
 IL ,F,1979.0,James
IL,M,1912.0,Casey
IL,F,2016.0,Alex
 IL ,M,1991.0,John
IL,M,1988.0,James
IL,M,1941.0,Robert
IL, F ,1917.0, Jordan 
IL,M,1926.0,Casey
IL,,2006.0,Patricia
IL,F,1965.0,jordan
IL,M,1967.0,Alex
IL,M,,John
,M,,John
IL,M,1938.0,Robert
IL, M ,1940.0,Linda
IL,M,1976.0,Jordan
IL,,1918.0,Michael
IL, M ,2008.0,Taylor
IL,F,1951.0,Patricia
IL,F,,Casey
IL,M,1984.0,John
IL,F,1957.0,Patricia
IL,M,1974.0,James
IL,F,2009.0,
IL,F,1941.0,taylor
,M,1966.0,
IL,F,2003.0,Patricia
 IL , F ,1926.0, Linda 
IL,F,1966.0,Jennifer
IL,F,1933.0,Alex
IL,F,1958.0, Patricia 
IL,F,1952.0,Jordan
IL,M,1983.0,Taylor
 IL ,F,2013.0,casey
 IL ,F,1950.0,Jordan
IL,M,1966.0,Jordan
IL,F,1969.0, Mary 
IL,M,1936.0,Jennifer
 IL ,M,1963.0,Robert
IL,F,1996.0,Jordan
IL, F ,1933.0,Jordan
IL,,1979.0,Robert
IL, M ,1986.0,
 IL , M ,1964.0,Jennifer
IL,F,1916.0, Jordan 
IL,F,1988.0,Jennifer
IL,F,2006.0,Taylor
IL,F,1987.0,Alex
IL,F,1910.0,taylor
IL,M,1972.0,Michael
IL,M,,Jordan
IL,F,1944.0,
IL,,1967.0,Taylor
IL,,1956.0,taylor
IL,F,1947.0,casey
IL,F,1965.0,Alex
IL,M,1998.0,Michael
IL,M,1952.0,Robert
 IL ,M,1988.0,
IL,M,1929.0,Robert
IL,F,2015.0,Casey
,M,1951.0,Robert
IL,M,1959.0,John
IL, M ,1946.0,Casey
IL,F,1951.0,Linda
IL,M,1976.0,Robert
IL,M,1985.0,jordan
IL,F,1974.0, Patricia 
IL,F,1938.0,Linda
IL, M ,1972.0,Casey
 IL ,M,1959.0,Casey
IL,M,1941.0,Taylor
IL,,1966.0,Mary
IL,M,2005.0,Taylor
IL,M,1919.0,Jennifer
IL,M,1949.0,jordan
IL,F,2005.0,Mary
IL, M ,1952.0,Casey
IL,F,1999.0,Linda
IL,M,1948.0,Taylor
,F,1974.0,Jordan
IL,F,1999.0,Taylor
IL,M,1996.0,Casey
IL,F,1933.0,
 IL ,,1970.0,Alex
IL,M,1930.0,Alex
IL,F,2000.0,Jennifer
IL, F ,2014.0,
IL,F,1962.0,Casey
IL,,1983.0,Linda
IL,,1962.0,James
IL,F,1976.0, Casey 
,F,1978.0,Mary
IL,F,1935.0,taylor
IL,M,1984.0,James
IL,M,1952.0,Jordan
IL,F,1917.0,Alex
IL,M,2019.0,Taylor
IL,M,1952.0,John
IL,M,1940.0,Jordan
IL,M,1932.0, Taylor 
IL,F,1963.0,Taylor
IL,M,1963.0,Taylor
IL,M,1951.0,Alex
IL,F,2003.0,Taylor
IL,M,1963.0,Michael
 IL ,F,1963.0,Jordan
IL,F,1984.0,Casey
IL,M,2020.0,Alex
IL,F,2020.0,Patricia
IL,F,1984.0,Jordan
IL,M,1976.0,John
 IL ,M,1950.0,Casey
IL,F,1916.0,Jennifer
IL,M,1936.0,Jennifer
IL,,1934.0,Michael
IL,M,1952.0,Taylor
 IL ,M,2022.0,Jordan
IL, F ,1985.0,Casey
IL,F,1996.0,Patricia
IL,M,1944.0,Jordan
 IL ,M,1993.0,Robert
IL,F,1971.0,Mary
IL, F ,1921.0,Mary
IL, F ,2014.0,Alex
IL,M,1957.0,john
IL,F,1968.0,Casey
IL,F,1942.0,Jennifer
 IL ,M,1970.0,James
IL,M,1979.0,John
IL,M,2005.0,James
 IL ,,1997.0,Robert
,F,1984.0,Mary
IL,M,1943.0,alex
IL,F,1971.0, Jordan 
IL,,1996.0, Taylor 
IL,F,1955.0, Jordan 
IL,M,1973.0,Alex
IL,,2003.0,Michael
IL,,1985.0,Robert
IL,F,1942.0,Casey
IL,M,,John
IL,F,,Jordan
IL,M,1956.0,Casey
,M,1960.0,Taylor
 IL ,M,1990.0, Alex 
IL,M,1929.0,James
 IL ,M,1912.0, Jordan 
IL,F,2001.0,Patricia
IL,F,1984.0,Jennifer
IL,M,1987.0,
IL,M,,Robert
IL,M,2005.0,John
IL,F,2008.0,Mary
IL,F,1987.0,Linda
IL,F,1917.0,Linda
IL,F,2004.0,Jordan
IL,F,1919.0,Jordan
IL,F,1993.0,Jennifer
IL,F,1962.0,Alex
IL,F,1997.0,Jennifer
IL,M,2009.0,Casey
IL,F,1986.0, Casey 
IL,F,2017.0,Jennifer
IL, M ,1961.0,Taylor
IL,F,1929.0,casey
IL,M,2007.0,Jordan
IL,M,1924.0,Robert
IL,F,2003.0,Jennifer
IL,M,2013.0,Taylor
IL,F,2009.0,Jennifer
IL,M,1973.0,Robert
 IL ,F,1955.0,Linda
IL,F,2017.0,Jordan
 IL ,M,2008.0,John
IL,M,1957.0,Taylor
IL,F,1973.0,Jordan
IL,M,1924.0,casey
IL,M,,Linda
IL,F,1989.0,Mary
IL,M,2006.0,Jordan
IL,M,1959.0,James
IL,F,1916.0,Mary
IL,F,2018.0,taylor
IL,,2007.0,Mary
IL,M,2021.0,Casey
IL,M,2011.0,Alex
IL,M,1979.0,Casey
IL,F,,Alex
IL,,2008.0,Casey
IL,M,1996.0,John
IL,M,2019.0,Linda
IL,M,2002.0,Casey
IL,F,2009.0,Jordan
IL,M,1992.0,Robert
 IL ,M,1932.0,Jordan
IL, M ,,
IL,M,1934.0,John
IL, M ,2009.0,Robert
IL,M,1996.0,Patricia
IL,M,1916.0,Alex
IL,F,1964.0,Linda
IL,M,1971.0,Jordan
IL, M ,1982.0,John
 IL ,F,1959.0,Linda
 IL ,M,2015.0,John
IL, F ,2004.0,Mary
IL,M,1942.0,Alex
IL,F,1953.0,Jordan
IL,F,1957.0,Mary
IL,F,1910.0,taylor
IL,F,1976.0,Patricia
IL,F,1974.0,Linda
 IL ,M,2009.0,James
IL,F,2018.0,Patricia
 IL ,F,1995.0,Linda
IL, M ,1951.0,John
IL,M,,Casey
 IL ,F,1965.0,Mary
IL,M,1961.0,John
IL,,1929.0,Linda
IL,F,1960.0,Mary
IL,F,1966.0,Linda
IL,M,1963.0,Casey
IL,F,1999.0,Jennifer
,,1954.0,Jordan
IL,F,2016.0,Casey
IL,,2018.0,John
IL,M,1946.0,Robert
IL,F,2004.0,Casey
IL,F,,taylor
IL,M,2011.0,Taylor
 IL ,M,1922.0,Robert
IL,M,1991.0,
IL,F,2003.0,Jordan
IL,M,2002.0,James
IL,F,1974.0,
IL,M,1950.0,Michael
IL,F,1975.0,Linda
IL, M ,1919.0,Jordan
IL,M,1979.0,Michael
IL,M,2009.0,Taylor
IL,M,,michael
IL,M,2007.0,Casey
IL,M,1917.0,James
IL,M,1912.0,Mary
IL,F,1941.0,Mary
 IL ,M,1956.0,James
IL,F,2019.0,Taylor
IL,F,,Linda
