state,sex,year,name
 MS ,M,1993.0,John
MS, F ,1973.0,Robert
MS, F ,1959.0,Casey
MS,F,1933.0,
MS,F,, Robert 
MS,M,1945.0,John
 MS ,M,1993.0, James 
MS,F,2013.0,Mary
MS,M,1976.0,Casey
MS,M,1921.0, Casey 
MS,M,1991.0,John
MS,F,1928.0,Taylor
MS,M,1970.0,Alex
MS,F,1993.0,
MS,M,1998.0,Michael
MS,,1984.0, Jennifer 
MS, F ,2018.0,Taylor
MS,F,2017.0,Alex
MS, M ,1977.0,Taylor
MS,M,1927.0,Taylor
MS,F,1917.0,Patricia
 MS ,M,1931.0,Alex
MS,,1980.0,Mary
 MS ,M,2009.0,James
MS,F,2006.0,Mary
MS,M,1941.0,Casey
 MS ,M,1989.0,Linda
MS, F ,1977.0,Taylor
MS,F,1912.0,Mary
MS,F,2022.0,Patricia
MS,F,1950.0,Alex
MS, F ,2001.0,Jennifer
MS,M,1969.0,Robert
MS,F,,Patricia
MS,F,1995.0,Mary
MS,F,1964.0,Alex
,F,1946.0,linda
MS,F,1921.0,Mary
 MS ,M,1985.0,Casey
MS,M,2004.0,Linda
MS,,2021.0,Mary
MS,F,1985.0,Alex
MS,F,1944.0,Alex
MS,F,1983.0,Alex
MS,M,1990.0,Taylor
MS,M,2020.0,Taylor
MS,M,2010.0,James
MS,M,1935.0,Robert
MS,F,1933.0,Casey
 MS ,F,2014.0,Linda
 MS ,M,2022.0,Linda
MS,M,2002.0,Robert
MS,M,1995.0,Jordan
MS,M,1989.0,James
,M,2005.0,Casey
MS,F,2000.0,Linda
MS,M,1976.0,Linda
MS,M,1959.0,John
MS,M,1944.0,
MS,F,1946.0,Taylor
MS,F,1947.0,Casey
,M,1998.0,James
 MS ,F,1950.0,Jennifer
MS,M,1999.0,James
MS, M ,2021.0,Jordan
MS,M,1968.0,Taylor
MS,F,2000.0,Jennifer
MS,M,1912.0,Robert
MS,M,2012.0,Alex
MS,M,1988.0,Robert
,F,1971.0,Patricia
MS,M,1946.0,Michael
MS,F,2021.0,Jennifer
MS,,1935.0,Linda
MS,F,2020.0,casey
MS, F ,2021.0,Taylor
MS,F,,Casey
MS,F,1972.0,Linda
MS,M,,Michael
MS,M,2004.0,James
MS,M,2003.0,Alex
,M,1953.0,Casey
MS,F,1995.0,Linda
MS,M,1980.0,michael
MS,M,1948.0,John
MS,M,1950.0,Alex
MS,F,1963.0,Patricia
MS,M,1953.0,James
 MS ,F,2001.0,alex
MS,M,2015.0,Robert
 MS ,M,1921.0,Michael
MS,F,1971.0,
MS,M,1975.0,Casey
MS,F,1915.0,Jennifer
MS, M ,2007.0,Alex
MS,M,1911.0,Casey
,M,1947.0,Jordan
MS, M ,1931.0,Patricia
MS,F,1998.0,Jennifer
MS,F,1959.0,Linda
MS,,1955.0,Jennifer
MS,F,1942.0,Jordan
MS,F,1977.0,Linda
MS,M,1966.0,James
MS,,1955.0,Jordan
MS, M ,1933.0,Jordan
,M,1949.0,
MS,F,1939.0,linda
MS,M,1945.0,Robert
MS,F,1940.0,Jennifer
MS,F,1979.0,Patricia
MS,F,2012.0,Taylor
MS,F,1990.0,Casey
MS,M,1997.0,Linda
MS,M,1940.0,Casey
MS,F,1976.0, Mary 
MS, F ,2005.0,Taylor
MS,M,2020.0,Alex
MS,,1961.0,Michael
MS,M,1954.0,James
MS,F,1976.0,Casey
MS,M,1928.0,John
MS,F,,
MS,F,1968.0,Casey
MS, M ,2000.0,John
,F,1923.0,Casey
MS,F,2006.0,Alex
MS,F,2010.0,Alex
MS,M,1942.0,Jordan
MS,M,1987.0,Casey
MS,M,1982.0,Taylor
MS,M,1992.0,John
MS,M,2011.0, Alex 
,M,2007.0,Casey
MS,F,1969.0, Linda 
MS,F,1933.0,Patricia
MS,,1999.0,Alex
MS,F,2016.0,Casey
 MS ,F,1956.0,Taylor
MS,M,2006.0,taylor
MS,M,1969.0,Michael
 MS ,M,1997.0,Robert
,M,1957.0,James
MS,M,2009.0,mary
MS,M,1987.0, Jordan 
 MS ,M,1993.0,Michael
MS,F,1993.0,jordan
MS,M,2019.0,James
MS, M ,2011.0,Taylor
MS,F,1978.0,Alex
 MS ,F,1972.0,
MS, M ,1983.0,
MS,,1994.0,Casey
MS,M,1969.0,James
,F,2002.0,Jordan
MS,M,1961.0,Casey
MS, F ,2005.0,
MS, M ,1970.0,Jordan
MS,M,1950.0,Michael
 MS ,F,1956.0,Mary
,F,2017.0,Linda
,F,, Jennifer 
MS, M ,1963.0,Alex
MS,M,1966.0, Taylor 
MS,M,1973.0,Michael
MS,F,1998.0,
 MS ,F,1932.0,
MS,F,1949.0,patricia
MS,F,1966.0,Taylor
 MS ,M,1928.0,Alex
 MS ,M,2008.0,Robert
MS,F,1979.0,jordan
MS,F,1954.0,Alex
MS,F,1980.0,Patricia
MS,F,1967.0,Patricia
MS,M,1931.0,Linda
MS,M,2006.0,
MS, M ,1945.0,Alex
MS,M,1952.0,Casey
MS,F,2013.0,Jordan
MS,M,2015.0,John
MS,F,1968.0,Patricia
MS,F,1951.0,Jennifer
MS,F,1956.0,Casey
MS,F,1949.0,Mary
MS,F,1958.0,
MS,F,1956.0,Jordan
MS,M,1947.0,James
MS,M,1938.0,Robert
,M,1934.0,Jordan
MS,F,1966.0,Casey
MS,M,2000.0,Casey
MS,M,2000.0,James
MS,F,1969.0,Mary
MS,F,1954.0,Jordan
MS,F,1997.0,Casey
MS,F,1947.0,Patricia
,M,1959.0,Robert
MS,M,1911.0,Robert
MS,F,1953.0,Mary
 MS ,,1952.0,Linda
MS,M,1944.0,john
MS,F,,Casey
MS,F,1973.0,Mary
 MS ,F,2021.0,Patricia
MS,M,1985.0,Jordan
MS,M,2018.0,John
MS, M ,1958.0,John
MS,M,1973.0,John
MS, M ,1939.0,Taylor
MS,F,1987.0,Mary
MS,M,1933.0,
MS,M,1986.0,Robert
MS,M,1976.0,Mary
MS,,2009.0,Casey
MS,F,2020.0,patricia
MS,F,1975.0,
MS,F,1924.0,linda
MS,M,1992.0,Taylor
MS,M,1972.0,Alex
 MS ,F,1964.0,Taylor
MS,F,1954.0,Casey
MS,M,1956.0,Taylor
MS,M,2008.0,Michael
MS,,2009.0,Linda
MS,F,1950.0,Casey
MS, F ,1999.0,Jennifer
MS,M,1940.0,Robert
,M,1914.0,
MS,M,,Michael
MS,M,1937.0,Jordan
MS,M,1933.0,Linda
MS,M,2007.0,Robert
MS,F,1935.0,Casey
MS,M,1973.0,Alex
MS,F,,Michael
MS,M,,Casey
MS,F,,Mary
,F,2009.0,Patricia
MS,F,1980.0,Alex
MS,M,1959.0,Taylor
MS,M,1989.0,Taylor
MS,M,2019.0, Robert 
MS,F,1943.0,Jennifer
MS, F ,1965.0,Patricia
MS,F,2008.0,Alex
MS,F,1989.0,jordan
MS,M,1960.0,James
MS,M,1950.0,Linda
MS,M,2009.0,John
MS,F,2019.0,Taylor
MS,F,1999.0,Linda
MS,M,1929.0,Casey
 MS ,M,2006.0,Casey
MS,M,1943.0,John
MS,F,1941.0,Taylor
MS,M,1920.0,Alex
MS,F,1951.0,Casey
MS,M,, James 
MS,F,1996.0,
MS,F,2006.0,Linda
MS,M,1923.0,Alex
 MS , F ,1966.0,Linda
MS,F,1986.0,Patricia
MS,F,1946.0,Patricia
MS,M,1937.0,Alex
MS,M,2017.0,Robert
MS,F,1969.0,Casey
MS, M ,1939.0,Robert
MS, M ,1993.0, Jordan 
MS,M,1941.0,Casey
,F,1979.0,John
MS,M,1964.0,Casey
MS,M,2011.0,James
,F,1921.0,casey
MS,M,1954.0,Alex
MS,F,1951.0,James
MS,M,2013.0,John
MS,M,1980.0,Taylor
MS,F,1975.0,Jennifer
MS,F,1910.0,Casey
MS,M,1947.0,Michael
 MS ,F,1987.0,Patricia
MS,F,1973.0,Taylor
 MS , M ,1997.0,Mary
MS,F,1935.0,Alex
MS,,1992.0,Michael
MS,F,1996.0,Alex
MS,F,1944.0,casey
MS,F,1988.0,Patricia
 MS , M ,2003.0, Michael 
MS,F,1966.0,Jordan
MS,F,1992.0,Alex
MS,M,2012.0,John
MS,F,1996.0,Casey
 MS ,F,2015.0,Mary
MS,F,1917.0,Jordan
MS,M,1943.0,Taylor
MS,M,1960.0,Michael
 MS ,F,1983.0,Jordan
MS,M,1973.0, Taylor 
MS,M,1975.0,Taylor
MS, F ,1953.0,Taylor
MS,M,2020.0,James
MS,M,1945.0,Jennifer
MS,F,1995.0,Taylor
MS,M,1967.0,James
MS,F,1924.0,Jordan
,F,1972.0,alex
MS,F,1931.0,Taylor
 MS ,M,1995.0,Alex
MS,F,2007.0,Linda
MS,F,1966.0,Alex
MS, F ,1955.0,Casey
MS,F,1964.0,Mary
MS,F,2011.0,linda
MS,M,1975.0,alex
MS,F,1975.0,Casey
MS,F,1968.0,Alex
MS,,2018.0,Taylor
MS, F ,1950.0,Linda
MS,M,1916.0, Robert 
MS,F,1975.0,Patricia
MS,F,1988.0,Casey
MS,F,1986.0,Casey
MS,M,1942.0,James
MS,F,2013.0,Linda
MS,M,1954.0,Robert
 MS ,,1924.0,Michael
MS,M,2015.0,james
 MS ,F,1977.0,
MS,F,1976.0,Taylor
 MS ,F,1934.0,Casey
MS,M,,Taylor
,F,1994.0,
MS,F,2018.0,Linda
MS,F,,taylor
MS,F,1953.0,Casey
MS,M,1988.0,Michael
MS,M,1964.0,James
MS,F,1965.0,Linda
MS,M,2020.0,Robert
 MS ,F,1952.0,Jordan
MS, F ,1943.0,Casey
MS, M ,1957.0,John
MS,M,1956.0,John
MS,F,1913.0,Patricia
,F,1919.0,Linda
MS,M,1912.0,John
MS,M,1998.0,Casey
MS, M ,1974.0,John
,F,1952.0,Mary
MS,M,1939.0,Jordan
MS,M,,Taylor
MS,M,2021.0,Taylor
MS,F,1991.0,Alex
MS,F,2020.0,Taylor
MS,F,1916.0,Jennifer
MS,M,2014.0,James
MS,,2008.0,Casey
MS,M,1960.0,John
 MS ,M,,Robert
MS,M,1993.0,Alex
MS,F,2008.0,Patricia
MS,F,1999.0,Taylor
MS,M,,Michael
MS,M,1911.0,Linda
MS,M,1941.0,Jordan
MS,M,2021.0,Michael
MS,F,1931.0,Casey
MS, M ,1941.0,James
MS,M,1912.0,Casey
MS,F,1918.0,Linda
MS,F,2017.0,Jordan
MS,F,2015.0,Patricia
MS,M,1960.0,Patricia
MS,F,1935.0,Patricia
MS,M,1996.0,James
MS,F,1915.0,Linda
MS,M,1982.0,Jordan
MS,F,1977.0,Alex
,F,1970.0,Jordan
MS,F,1971.0,James
MS,M,,Taylor
, F ,1989.0,Alex
MS,F,1981.0,Taylor
MS,F,1930.0,Taylor
MS,,,Mary
MS,F,2002.0,Taylor
MS,M,1964.0,
MS,M,1992.0,Alex
 MS ,F,1925.0,mary
MS,M,1994.0,Alex
MS,M,1987.0,alex
MS, M ,1969.0,Taylor
 MS ,M,1935.0,Mary
MS,F,1942.0,Jennifer
MS,M,1943.0,
MS,M,2018.0,patricia
MS,F,1910.0,Alex
MS,,1966.0,Mary
MS,M,1988.0,
MS,M,1946.0, Alex 
MS,M,1965.0,Casey
MS,M,1968.0,Alex
,F,1976.0,Patricia
 MS ,M,1961.0,Taylor
,F,1985.0,Patricia
 MS ,F,1982.0, Jordan 
MS,F,1923.0,mary
MS, M ,1932.0,John
,F,1918.0,Mary
MS,M,1936.0,Jordan
MS,F,1993.0,Taylor
MS,M,2000.0, Michael 
MS, M ,1996.0,Alex
 MS ,F,1945.0,Linda
MS,F,1932.0,Alex
MS,M,2003.0,John
MS,M,1956.0,Alex
MS,F,1938.0,Casey
MS,M,2022.0,Robert
MS,F,1985.0,Jordan
MS,M,1982.0,Robert
MS,F,1929.0,Patricia
MS,F,1966.0,Jennifer
MS,F,2021.0,James
MS,F,,Mary
MS,,1922.0,Taylor
MS,F,1972.0,Jennifer
MS,F,2021.0,Alex
MS,F,1932.0, Jennifer 
MS,F,2014.0,Patricia
MS,M,1960.0,Alex
MS,M,2001.0,John
MS,M,1929.0,taylor
MS,M,1966.0,Casey
MS,M,1954.0,Michael
MS,M,1983.0,robert
MS,M,2021.0,Robert
MS,M,1954.0,John
MS,F,,Casey
 MS , F ,1983.0,Patricia
MS,F,1998.0,Casey
MS,M,,Robert
MS,M,1977.0,Casey
MS,M,1940.0,John
MS,M,1952.0,Taylor
MS,F,2008.0,mary
MS, F ,1963.0,Casey
MS,F,2000.0,Patricia
MS,M,2000.0,Mary
 MS ,M,1990.0,John
MS,F,1927.0,Jordan
MS, F ,1998.0,taylor
MS,F,1977.0,Patricia
MS,F,1963.0,Mary
MS,M,2001.0,Robert
MS,F,1957.0,patricia
MS,F,1948.0,
MS,F,1916.0,Linda
MS, M ,1950.0,
MS,F,1990.0,taylor
MS,F,1958.0,Taylor
 MS ,M,1932.0,Robert
MS,,2007.0,Casey
,F,1969.0,Taylor
MS,M,1937.0,Robert
MS,F,1968.0,linda
MS,M,1944.0,Robert
MS,,2019.0,Jordan
MS,F,1987.0,Jennifer
MS,F,1924.0,Alex
MS,F,1966.0,Jordan
 MS ,,1924.0,Taylor
MS,,1962.0, Robert 
 MS ,,1961.0,Mary
 MS ,M,1936.0,Robert
MS,M,1984.0,Taylor
MS,F,1988.0,Taylor
MS,F,1974.0,
MS,M,1940.0,Taylor
MS,F,2007.0,Taylor
MS,M,1987.0,Taylor
MS,M,1967.0,Robert
MS,F,2019.0,Jordan
MS,F,2011.0,John
,M,1988.0,Taylor
MS,M,1972.0,Casey
MS,M,1982.0,Casey
MS,M,2020.0,john
MS,M,1993.0,Casey
MS,M,1929.0,Jordan
MS,F,1913.0,
MS,M,1932.0,Michael
MS,F,1985.0,Mary
MS,F,1955.0,Mary
MS,F,,Jennifer
 MS ,M,2019.0,Taylor
MS,M,1975.0,James
MS,M,1953.0,Jordan
MS,M,1942.0,John
 MS ,F,2008.0,Jennifer
MS, M ,2005.0,Jordan
MS,M,1910.0,Patricia
MS,F,2005.0,Casey
MS,M,,Robert
 MS ,,2015.0,Alex
MS,M,2012.0,Michael
MS, F ,1996.0,Michael
MS,M,1991.0,Robert
MS,M,1928.0,Mary
MS,M,1981.0,Taylor
MS,F,1940.0,Jordan
MS,F,2004.0,Alex
MS,F,2010.0,Mary
MS,F,1970.0,Patricia
,M,1978.0,john
MS,M,1949.0,Jordan
MS,M,1932.0,Jordan
MS,F,1983.0,Casey
 MS ,F,1978.0,Linda
MS,M,1937.0,Taylor
MS, M ,1953.0,Taylor
,M,1972.0,Robert
MS, F ,2000.0,Mary
MS,F,1978.0,Jennifer
MS,M,1998.0,Jordan
MS, F ,1990.0,Jennifer
MS,F,1925.0,Taylor
MS, F ,1935.0,Jordan
MS,M,1982.0,Alex
MS,F,1971.0,Jennifer
MS,M,1981.0,John
MS,F,1939.0,Casey
MS,M,1935.0,James
MS,M,2021.0,Casey
 MS ,F,1950.0,Taylor
MS,F,2004.0, Casey 
MS,M,1948.0,Casey
MS,F,1940.0,
MS,F,1971.0,Jennifer
MS,F,1961.0,
MS, F ,2017.0,Mary
MS,M,1968.0,Jordan
MS,M,1973.0,James
 MS ,M,1953.0,Robert
MS,F,1932.0,Jordan
MS,M,1947.0, Mary 
MS,F,1947.0,Mary
MS,M,2014.0,Robert
MS,F,2013.0,Jennifer
MS,F,1941.0,Casey
MS,M,1963.0,Taylor
,F,1955.0,Linda
MS,F,2003.0,patricia
MS,M,2017.0,Alex
 MS ,F,1941.0,Mary
MS,M,1913.0,Taylor
MS,F,2006.0,Casey
MS,F,1996.0,Jennifer
MS,M,1971.0,James
MS,F,1997.0,Jordan
MS,F,1952.0,Jennifer
MS,F,1962.0,Alex
 MS , F ,1942.0,Taylor
MS,F,1994.0,Alex
MS, F ,1957.0,Taylor
MS,M,1949.0,Robert
MS, F ,1950.0,Patricia
MS,F,1985.0,Jennifer
MS,M,1924.0,Jordan
MS,M,1928.0,James
MS,F,2001.0,Taylor
 MS ,F,2022.0,Linda
MS,M,1990.0,Michael
MS, F ,2009.0,Jordan
MS,F,1993.0,Jennifer
MS,M,2013.0,Taylor
,M,2022.0,James
MS,M,1992.0,Robert
,F,1949.0,
MS,F,2011.0,alex
MS,,2015.0,Michael
MS,F,1926.0,Jennifer
MS,M,1956.0,Patricia
MS,F,1934.0,
MS,F,2021.0,Casey
MS,M,1963.0,Jordan
MS,F,2003.0,Alex
MS,M,1945.0,Taylor
MS,M,2003.0,Robert
MS,M,,Jordan
MS,M,1934.0, Taylor 
,M,2004.0,Mary
MS,,1951.0,James
,,1937.0,James
,F,1961.0,Jordan
MS,,1924.0,Jennifer
MS,F,2018.0,Patricia
MS,M,1984.0,Michael
,F,2013.0,alex
 MS ,M,1999.0,Taylor
MS,M,,Michael
MS,F,1932.0,Linda
MS,F,1995.0,Casey
MS,M,1969.0,Casey
MS, M ,1957.0,Jordan
MS,F,1973.0,Patricia
MS, F ,1997.0,Patricia
MS, F ,,Taylor
MS,M,1959.0,Patricia
MS,F,2001.0,Mary
MS, M ,1949.0,James
MS,F,2014.0,Casey
MS,F,1983.0,Linda
MS,M,1934.0,James
MS,M,1948.0,Michael
MS, M ,1925.0,John
MS,M,1954.0, Jordan 
MS,,,John
MS,F,2014.0,Alex
MS, M ,1977.0,
MS,F,1992.0,jennifer
MS,M,1960.0,Jordan
MS,M,1923.0,Casey
 MS ,F,1981.0,Jordan
MS,M,1929.0,Robert
MS,F,1959.0, Jennifer 
MS,M,1995.0,Taylor
MS,F,1926.0,Jordan
MS,F,1941.0,Jennifer
MS,,1985.0,Jennifer
 MS , F ,1987.0,Casey
MS,F,,Jennifer
MS,M,1964.0,John
MS,M,1998.0,Taylor
 MS ,M,1998.0,Alex
MS,,1927.0,Alex
 MS ,F,1945.0,Taylor
MS, F ,1945.0,Mary
MS,M,2012.0,James
MS,M,1952.0,James
,M,1985.0,Alex
 MS ,M,2016.0,Michael
MS,F,1946.0,Alex
MS,M,1941.0,Taylor
MS,F,1997.0,Linda
MS,M,,James
 MS ,F,1939.0,
MS,M,1940.0,Michael
MS,M,1941.0,Michael
MS,F,1937.0,Alex
MS, M ,2008.0,John
MS,M,1981.0,Casey
MS, F ,2012.0,Linda
MS,F,2009.0,Alex
MS,F,1965.0,Alex
MS,M,1979.0,Casey
